ITEMNAME,DEPNAME,MAINUPC,SIZENAME,PACKNAME,CURRENTCOST,PRICEPERUNIT,TOTALQTY
CALI LONG BEACH CAN,Beer,12354013476,355ml,4-Pack,8.66,10.99,0
CALI SMOKIN STRAW CAN,Beer,12354013636,355ml,4-Pack,8.66,10.99,0
BUD ICE BTL,Beer,18200006463,12 OZ,6-Pack,6.04,7.27,0
ODOULS BTL,Beer,18200007842,Non- Alc,6-Pack,6.58,9.38,6
BUD LIGHT BTL,Beer,18200008337,12 OZ,6-Pack,7,9.38,1
BUDWEISER BTL,Beer,18200008344,12 OZ,6-Pack,7,9.38,2
RITAS STRAW-BER-RITA CAN,Beer,18200008559,16 OZ,,1.42,1.88,25
MICHELOB ULTRA BTL,Beer,18200059896,12 OZ,6-Pack,7.56,10.32,9
BUD LIGHT LIME BTL,Beer,18200149917,12 OZ,6-Pack,7.6,10.32,4
BUD LIGHT LIME CAN 12 PK,Beer,18200159831,12 OZ,12-Pack,14.05,17.99,2
BUD LIGHT PLATINUM BTL,Beer,18200189937,12 OZ,6-Pack,7.22,9.38,2
BUDWEISER CAN,Beer,18200250002,25 OZ,,1.44,1.98,200
BUD LIGHT CAN,Beer,18200250019,25 OZ,,1.44,1.98,27
BUSCH BEER,Beer,18200250033,25 OZ,,0.82,1.17,150
BUD ICE CAN,Beer,18200250064,25 OZ,,0.94,1.26,857
BUSCH ICE CAN,Beer,18200250071,25 OZ,,0.82,1.17,1007
NATURAL ICE CAN,Beer,18200250088,25 OZ,,1.24,1.88,5
BUD LIGHT LIME CAN,Beer,18200250095,25 OZ,,1.76,2.44,33
RITAS LIME-A-RITA CAN,Beer,18200250149,25 OZ,,2.27,3.28,23
RITAS STRAW-BERR-ITA CAN,Beer,18200255052,25 OZ,,2.27,3.28,40
RITAS MANGO-RITA CAN,Beer,18200255328,16 OZ,,1.42,1.88,27
RITAS MANGO-RITA CAN,Beer,18200255335,25 OZ,,2.27,3.28,31
RITAS CRAN BER RITA CAN,Beer,18200255380,25 OZ,,2.27,3.28,15
BEST DAM ROOT BEER 12OZ,Beer,18200258015,12 OZ,,1.29,1.85,0
RITAS BERRY A RITA,Beer,18200258336,25 OZ,,1.82,3.28,0
RITAS CRANBERITA CAN,Beer,18200258404,16 OZ,,1.42,1.88,24
RITAS WATERMELON RITA,Beer,18200259081,25 OZ,,2.27,3.28,24
PRESIDENTE LAGER CAN,Beer,18200260766,25 OZ,,1.68,2.35,0
PRESIDENTE LAGER BTL,Beer,18200260773,40 OZ,,3.02,3.99,6
STELLA ARTOS CAN,Beer,18200261244,25 OZ,,2.23,3.05,12
NEON PUNCH BLAST CAN,Beer,18200262975,25 OZ,,1.97,2.63,5
NUTRL PINEAPPLE CAN,Beer,18200263866,24 OZ,,3,3.75,11
RITAS PINEAPPLE CAN,Beer,18200264672,16 OZ,,1.2,1.88,1
RITAS PINA A RITA CAN,Beer,18200264689,25 OZ,,2.27,3.28,4
RITAS LEMON-ADE-RITA CAN,Beer,18200959998,25 OZ,,2.27,3.28,22
RITAS LEMON-ADE-RITA CAN,Beer,18200960031,16 OZ,,1.42,1.88,23
MICHELOB CAN 30 PACK,Beer,18200965500,12 OZ,30-Pack,30,31.99,0
OCULTO 25OZ,Beer,18200969102,25 OZ,,1.92,2.57,0
BUD LIGHT BTL,Beer,1845628,18 OZ,,1.09,1.5,0
BUDWEISER ALLU.,Beer,1847325,16 OZ,,0.95,1.27,186
MODELITO BTL,Beer,33544000212,7 OZ,24-Pack,21.5,25.99,5
MODELO CHELADA MANGO,Beer,33544000267,24 OZ,,2.75,3.66,26
MODELO CHELADA PICANTE CAN,Beer,33544000809,24 OZ,,2.75,3.66,24
MODELO LIMON SAL CAN 12 PK,Beer,33544001301,12 OZ,12-Pack,15.95,20.99,19
MODELO CHELADA NARANJA CAN,Beer,33544001585,24 OZ,,2.75,3.66,11
CORONA PREMIER CAN,Beer,33544001615,12 OZ,Single,1.22,1.88,-30
VICKY CHAMOY CAN,Beer,33544001745,24 OZ,,2.75,3.38,7
MODELO CHELADA VERIETY PACK,Beer,33544001776,12 OZ,12-Pack,15.5,21.99,0
MODELO SANDIA CAN,Beer,33544001875,24 OZ,,2.75,3.66,9
MODELO CHELADA CAN,Beer,33544001882,12 OZ,12-Pack,15.5,20.99,5
MODELO FRESCAS ASSORTED CAN,Beer,33544001981,12 OZ,,1.42,1.88,-5
MODELO CHELADA AGUAS,Beer,33544002025,24 OZ,,2.75,3.66,2
VICTORIA CAN,Beer,33544002070,24 OZ,,2.58,3.38,0
CORONA SUNBREW BTL,Beer,33544002384,12 OZ,6-Pack,7.88,10.32,9
CORONA SUNBREW BTL 12 PACK,Beer,33544002421,12 OZ,12-Pack,15.75,19.99,12
CORONA SUNBREW CAN,Beer,33544002445,24 OZ,,2.75,3.52,0
VICTORIA BTL,Beer,33544950258,32 OZ,,3.17,4.2,0
PACIFICO CLARA CAN 12 PK,Beer,33544950319,12 OZ,12-Pack,15.42,18.99,6
CORONA PREMIER BTL,Beer,33544950418,12 OZ,6-Pack,7.88,10.32,11
CORONA PREMIER BTL,Beer,33544950425,12 OZ,12-Pack,15.68,18.99,0
CORONA FAMILIER BTL,Beer,33544950517,12 OZ,6-Pack,7.88,10.32,13
MODELO CHELADA LIMON,Beer,33544950609,24 OZ,,2.75,3.66,50
MODELO ESPECIAL BTL,Beer,33544950906,32 OZ,,3.25,4.22,30
MICKEYS MALT BEER BTL,Beer,34100774356,12 OZ,6-Pack,4.9,7.04,8
OLD ENGLISH 800 BTL,Beer,3424111,42.oz,,2.1,2.81,21
UFO GUAVA LAMP CAN,Beer,41827900425,12 OZ,,1,1.41,0
SUNNYD VODKA SELTZR,Beer,50200003295,355ml,4-Pack,8.17,8.99,16
SCHLITZ MALT CAN,Beer,52300000440,16 OZ,,0.6,0.94,202
SCHLITZ MALT CAN,Beer,52300000457,24 OZ,,0.88,1.41,0
SCHLITZ HIGH GRAVITY CAN,Beer,52300001430,25 OZ,,0.92,1.5,40
LABATT ICE CAN,Beer,62067380624,24 OZ,,0.9,1.17,107
FOSTERS LAGER CAN,Beer,70897013315,25 OZ,,2.08,2.81,0
COLT 45 CAN,Beer,71250000171,16 OZ,,0.74,1.03,268
COLT 45 BTL,Beer,71250000195,40 OZ,,2,2.81,11
COLT 45 CAN,Beer,71250402050,25 OZ,,1.11,1.64,143
BLUE MOON BELGIAN WHITE BTL,Beer,71990095116,12 OZ,6-Pack,8.88,11.99,0
BLUE MOON WHITE ALE 12 PK,Beer,71990095161,12 OZ,12-Pack,17.25,22.99,1
COORS ORIGINAL CAN,Beer,71990100711,24 OZ,,1.49,1.97,64
COORS ORIGINAL BTL,Beer,71990170288,12 OZ,6-Pack,7.02,9.36,2
COORS LIGHT BTL,Beer,71990300050,12 OZ,6-Pack,7.02,9.38,8
COORS LIGHT BTL,Beer,71990300098,7 OZ,6-Pack,3.8,5.99,1
COORS LIGHT CAN,Beer,71990300654,24 OZ,,1.48,1.97,134
COORS LIGHT ALLUMINIUM CAN,Beer,71990301033,16 OZ,,0.94,1.41,106
BALLANTINE ALE BTL,Beer,72130124017,40 OZ,,1.81,2.58,0
BALLANTINE ALE BTL,Beer,72130229064,12 OZ,6-Pack,4.94,7.03,2
BALLANTINE ALE CAN,Beer,72130538012,16 OZ,,0.89,1.27,35
HEINEKEN BTL,Beer,72890000118,12 OZ,6-Pack,7.84,10.32,211
HEINEKEN BTL 12 PK,Beer,72890000163,12 OZ,12-Pack,15.62,18.99,50
HEINEKEN CAN,Beer,72890000200,12 OZ,12-Pack,15.68,18.99,30
HEINEKEN BTL 24 PK,Beer,72890000316,12 OZ,,31,33.99,40
HEINEKEN BTL,Beer,72890000422,7 OZ,6-Pack,6,8.45,26
HEINEKEN CAN,Beer,72890001191,24 OZ,,2.4,3.29,79
HEINEKEN BTL,Beer,72890004789,24 OZ,,2.4,3.29,113
EXTRA DRY CHAMPALE  22 OZ,Beer,73360990069,22 OZ,,1.71,2.34,0
STEEL RESERVE CAN,Beer,78250003287,24 OZ,,1.42,1.88,48
STEEL RESERVE CAN,Beer,78250003362,16 OZ,,0.79,1.03,169
STEEL RESERVE BTL,Beer,78250006240,40 OZ,,1.97,2.81,8
BACARDI LIME SODA CAN,Beer,80480985394,355ml,,1.16,1.64,4
PACIFICO CLARA BTL,Beer,80660953014,12 OZ,6-Pack,7.88,10.32,2
PACIFICO CLARA BTL 12 PK,Beer,80660953151,12 OZ,12-Pack,15.68,18.99,2
CORONITA 6PK,Beer,80660954011,7 OZ,6-Pack,5.45,8.45,-3
CORONITA 24PK,Beer,80660954080,7 OZ,24-Pack,21.5,24.99,19
CORONA BTL,Beer,80660956053,12 OZ,6-Pack,7.88,10.32,94
CORONA BTL 24 PACK,Beer,80660956084,12 OZ,24-Pack,31,33.99,25
CORONA BTL 12 PACK,Beer,80660956152,12 OZ,12-Pack,15.68,18.99,2
CORONA BTL,Beer,80660956411,24 OZ,,2.75,3.52,39
CORONA EXTRA CAN,Beer,80660956435,24 OZ,,2.75,3.52,68
CORONA FAMILIAR BTL,Beer,80660956831,32 OZ,,3.25,4.03,23
CORONA EXTRA CAN,Beer,80660956954,12 OZ,12-Pack,15.68,18.99,9
MODELO CAN 24 PACK,Beer,80660957104,12 OZ,24-Pack,31.25,34.99,6
MODELO CAN,Beer,80660957159,12 OZ,12-Pack,15.88,18.99,1
MODELO CAN,Beer,80660957210,24 OZ,,2.75,3.66,100
MODELO 12 PK BTL,Beer,80660957579,12 OZ,,15.68,18.99,28
MODELO BTL,Beer,80660957654,12 OZ,6-Pack,7.88,10.32,100
MODELO BTL 24 PACK,Beer,80660957760,12 OZ,,31,33.99,17
MODELO NEGRA BTL,Beer,80660957852,12 OZ,6-Pack,7.88,10.32,10
MODELO CHELADA CAN,Beer,80660957968,24 OZ,,2.75,3.66,41
CASAMIGOS RTD CAN,Beer,82000811374,200 ML,8 PACK,14.99,19.99,9
JACK DANIELS HONEY LEMON CAN,Beer,82184204771,355ml,4-Pack,10.49,13.99,8
JACK DANIELS APPLE FIZZ CAN,Beer,82184205600,355ml,4-Pack,10.49,13.99,2
JACK DANIELS COCA COLA CAN,Beer,82184206874,355ml,4-Pack,10.49,13.99,2
JACK DANIELS GINGER ALE CAN,Beer,82184207215,355ml,4-Pack,10.49,13.99,10
JACK DANIELS CHERRY CAN,Beer,82184208137,355ml,4-Pack,10.49,13.99,0
BECKS BTL 12 PK,Beer,82488123006,12 OZ,12-Pack,14.32,17.99,4
BECKS BTL,Beer,82488123457,12 OZ,6-Pack,8.04,10.32,5
BECKS CAN,Beer,82488123778,16 OZ,,1.33,1.88,21
BECKS NON ALCO. BTL,Beer,82488127004,Non- Alc,6-Pack,7.5,10.32,1
GUINNESS BTL,Beer,83820123937,12 OZ,6-Pack,8.5,11.27,216
RED STRIPE BTL 12 PACK,Beer,83820138948,12 OZ,12-Pack,13.5,16.99,0
GUINNESS FOREIGN EXTRA BTL,Beer,83820181166,12 OZ,4-Pack,7.5,10.32,57
GUINNESS BTL,Beer,83820234800,22 OZ,,2.75,3.66,102
GUINNESS BTL 12 PACK,Beer,83820234824,12 OZ,12-Pack,16.5,20.63,25
RED STRIPE BTL,Beer,83820567939,12 OZ,6-Pack,7,9.36,13
RED STRIPE BTL,Beer,83820567960,24 OZ,,2.29,3.29,2
HAPPY DAD ASSORTED CAN,Beer,84173968060,12 OZ,,1.33,1.41,0
HAPPY DAD HARD SELTZER,Beer,84173968084,12 OZ,12-Pack,16,17.99,0
HIGH NOON VARIETY 8 PACK,Beer,85000031513,12 OZ,8 PACK,16.67,23.99,5
HIGH NOON TROPICAL 8 PACK,Beer,85000032558,12 OZ,8 PACK,19,23.99,0
HIGH NOON PINEAPPLE CAN,Beer,85000034484,700 ML,,4.33,4.99,0
HIGH NOON PEACH CAN,Beer,85000034491,700 ML,,4.33,4.99,9
HIGH NOON ICED TEA 8 PACK,Beer,85000038963,12 OZ,8 PACK,19,23.99,1
LUCKY ONE LEMONADE CAN,Beer,85000040768,12 OZ,8 PACK,21,24.99,3
HIGH NOON GRAPEFRUIT CAN,Beer,85000426272,355ml,4-Pack,8.17,10.99,3
HIGH NOON WATERMELON CAN,Beer,85000429259,355ml,4-Pack,8.17,10.99,11
HIGH NOON PINEAPPLE CAN,Beer,85000429266,355ml,4-Pack,8.17,10.99,8
HIGH NOON BLACKCHERRY CAN,Beer,85000429273,355ml,4-Pack,8.17,10.99,9
HIGH NOON PEACH CAN,Beer,85000431375,355ml,4-Pack,8.17,10.99,11
HIGH NOON MANGO CAN,Beer,85000432327,355ml,4-Pack,8.17,10.99,4
HIGH NOON PASSIONFRUIT CAN,Beer,85000432563,355ml,4-Pack,8.17,10.99,6
SAMUEL PUMPKIN/ PORCH BTL,Beer,87692000044,12 OZ,6-Pack,8.75,11.73,6
ANGRY CRISP APPLE CAN,Beer,87692000839,12 OZ CN,12-Pack,17.5,20.99,0
ANGRY GREEN APPLE BTL,Beer,87692001492,12 OZ,6-Pack,9.12,12.99,9
TWISTED VERIETY PACK,Beer,87692003786,12 OZ,12-Pack,15.5,19.99,0
TWISTED PEACH CAN,Beer,87692004905,24 OZ,Single,2.75,3.76,13
ANGRY ROSE BTL,Beer,87692006602,12 OZ,6-Pack,9.12,12.99,7
ANGRY VERIETY PACK CAN,Beer,87692008217,12 OZ CN,12-Pack,17.5,20.99,1
TWISTED BLACK CHERRY,Beer,87692010753,24 OZ,Single,2.75,3.76,16
SAMUEL GOLDEN BTL,Beer,87692014928,12 OZ,6-Pack,8.75,11.73,0
TWISTED PINEAPPLE CAN,Beer,87692016144,24 OZ,Single,2.75,3.76,9
TWISTED BLUE RAZZ CAN,Beer,87692017820,24 OZ,Single,2.58,3.76,9
SAMUEL JUICY IPA CAN,Beer,87692018186,12 OZ,6-Pack,8.75,12.2,0
ANGRY CRISP IMP.BTL,Beer,87692018728,12 OZ,6-Pack,10.88,13.99,6
WHITE CLAW ASSORTED CAN,Beer,87692020240,12 OZ,,1.21,1.64,-2
TWISTED ROCKET POP CAN,Beer,87692020516,24 OZ,Single,2.58,3.76,12
SUN CRUISER ICED TEA CAN,Beer,87692021926,700 ML,,3.75,4.68,11
SAMUEL BOSTON LAGER BTL,Beer,87692100126,12 OZ,6-Pack,8.75,11.73,5
TWISTED BLUEBERRY CAN,Beer,87692172314,24 OZ,Single,2.58,3.76,3
TWISTED MANGO CAN,Beer,87692212317,24 OZ,Single,2.08,3.76,0
SAMUEL CHERRY BTL,Beer,87692271024,12 OZ,6-Pack,8.75,11.73,5
SAMUEL SUMMER/OCT BTL,Beer,87692300502,12 OZ,6-Pack,8.75,11.73,3
TWISTED HALF & HALF CAN,Beer,87692752318,24 OZ,Single,2.75,3.76,13
ANGRY CRISP APPLE BTL,Beer,87692821021,12 OZ,6-Pack,9.12,12.99,0
TWISTED ORIGINAL CAN,Beer,87692831341,12 OZ,12-Pack,16,19.99,10
TWISTED ORIGINAL CAN,Beer,87692832317,24 OZ,Single,2.58,3.76,14
BLUE MOON MANGO CAN,Beer,87800000713,12 OZ,6-Pack,8.88,11.99,8
SAPPORO PREMIUM CAN,Beer,87975026501,22 OZ,,2.29,2.8,0
THE CLUB LONG ISLAND CAN,Beer,88004043209,200 ML,4-Pack,7.12,9.38,0
THE CLUB MARGARITA CAN,Beer,88004049669,200 ML,4-Pack,7.12,9.38,0
THE CLUB SCREWDRIWER CAN,Beer,88004049683,200 ML,4-Pack,7.12,9.38,1
COSMO MARTINI 750ML,Beer,89708483605,750 ML,,12.99,13.49,-1
TECATE CAN,Beer,89826001422,24 OZ,,1.25,1.61,11
DOS EQUIS RANCH WATER CAN,Beer,89826230624,12 OZ,,1.25,1.41,0
YUENGLING  CAN,Beer,89924600244,24 OZ,,1.63,2.34,0
STIDES CAN,Beer,92000000609,25 OZ,,1.31,1.78,106
STIDES  CAN,Beer,92000000616,16 OZ,,0.7,1.03,4
CRAZY COWBOY,Beer,1300874367,24 OZ,,0.71,1.03,251
BUDWEISER BTL,Beer,184552,18 OZ,,1.1,1.5,48
BUD ICE BTL,Beer,184622,18 OZ,,1.09,1.41,0
MARGARITAVILLE SPIKED LEMONADE,Beer,185032,24 OZ,,1.43,2.34,0
BUD LIGHT ALLU.,Beer,187952,16 OZ,,0.94,1.27,17
SHOCK TOP BELGIAN WHITE 11.2 O,Beer,188672,12 OZ,,1.05,1.64,0
MILLER HIGH LIFE CAN,Beer,340081,32 OZ,,1.42,1.88,53
MILLER LITE CAN,Beer,343551,24 OZ,,1.48,1.88,94
OLD ENGLISH 800 CAN,Beer,346121,24 OZ,,1.39,1.88,13
HENRY'S HARD SODA ORANGE 12OZ,Beer,347951,12 OZ,,1.25,1.64,0
WOLTERS PILSENER CAN,Beer,4079400995175,16 OZ,,0.62,0.84,0
AZ GREEN TEA CAN,Beer,5024700000,12 OZ,6-Pack,7.37,9.38,0
AZ PEACH CAN,Beer,5025800000,12 OZ,6-Pack,7.37,9.38,0
THE CLUB VODKA MARTINI CAN,Beer,5049000000,200 ML,4-Pack,7.12,9.38,0
HEINEKEN CAN,Beer,5103900000,16 OZ,4-Pack,5.17,7.51,0
OLD ENGLISH CAN,Beer,5157900000,16 OZ,6-Pack,4.9,6.1,31
OLD MILWAUKEE CAN,Beer,5159100000,16 OZ,6-Pack,3.75,5.14,15
SHANDY CARIB GINGER BTL,Beer,5186700000,12 OZ,6-Pack,10.25,12.99,2
SHANDY CARIB SORREL BTL,Beer,5186900000,12 OZ,6-Pack,10.25,12.99,8
STELLA ARTOIS CAN,Beer,5203100000,16 OZ,6-Pack,7.38,9.38,4
BUD LIGHT CAN,Beer,5281800000,12 OZ,6-Pack,5.6,7.99,7
BUDWEISER CAN,Beer,5284900000,12 OZ,6-Pack,5.6,7.99,9
MICHELOB ULTRA BTL 12 PACK,Beer,5295400000,12 OZ,,14.18,17.99,2
HEINEKEN ZERO BTL,Beer,5632000000,11.2oz,6-Pack,7.84,10.32,18
COORS LIGHT CAN,Beer,5634600002,12 OZ,30-Pack,28,32.99,2
TWISTED RASPBERRY CAN,Beer,5654100000,24 OZ,Single,2.58,3.76,11
TRULY ASSORTED CAN,Beer,5692100000,12 OZ,,1.25,1.65,0
YUENGLING LAGER BTL,Beer,5718800000,12 OZ,6-Pack,7.16,9.68,8
STELLA ARTOIS CAN,Beer,5746400000,12 OZ,12-Pack,18.08,20.99,2
HIGH NOON TEQUILA SELTZER 8 PK,Beer,5777000000,12 OZ,8 PACK,18.33,23.99,2
HIGH NOON LEMON CAN,Beer,5777100000,355ml,4-Pack,8.17,10.99,12
AZ LEMON ICED TEA CAN,Beer,613008763732,22 OZ,,2.33,3.29,15
AZ GREEN TEA CAN,Beer,613008763749,22 OZ,,2.33,3.29,22
AZ PEACH ICED TEA CAN,Beer,613008763756,22 OZ,,2.33,3.29,10
NEMOS BLUE COLADA BTL,Beer,613008764050,16 OZ,,1.75,2.8,42
NEMOS PINK WATERMELON,Beer,613008764074,16 OZ,,1.75,2.8,16
NEMOS YELLOW MANGO BTL,Beer,613008764098,16 OZ,,1.75,2.8,33
AZ ASSORTED CAN,Beer,613008768478,12 OZ,Single,1.23,1.88,13
AZ SWEET TEA CAN,Beer,613008768799,22 OZ,,2.46,3.29,0
AZ LEMONADE CAN,Beer,613008769826,22 OZ,,2.33,3.29,22
AZ MUCHO MANGO CAN,Beer,613008769888,22 OZ,,2.33,3.29,29
AZ WATERMELON CAN,Beer,613008769918,22 OZ,,2.33,3.29,11
SHANDY CARIB LIME BTL,Beer,633992800367,12 OZ,6-Pack,10.25,12.99,5
WHITE CLAW BLOOD ORANGE CAN,Beer,635985000020,16 OZ,Single,1.44,1.81,-2
WHITE CLAW LIME CAN,Beer,635985025986,12 OZ,6-Pack,8.38,10.99,9
MXD STRAWBERRY DAQ CAN,Beer,635985100362,16 OZ,,1.33,1.87,34
MIKES STRAW PINEAPPLE CAN,Beer,635985132172,24 OZ,,2.42,3.52,3
WHITE CLAW BLACK CHERRY CAN,Beer,635985200253,12 OZ,6-Pack,8.38,10.99,2
WHITE CLAW RUBYRED CAN,Beer,635985200284,12 OZ,6-Pack,8.38,10.99,8
MIKES WATERMELON CAN,Beer,635985200321,24 OZ,,1.92,3.52,0
MIKES VARIETY 12 PACK CAN,Beer,635985260011,12 OZ,12-Pack,15.5,18.99,6
WHITE CLAW RASPBERRY CAN,Beer,635985260660,12 OZ,6-Pack,8.38,10.99,2
MXD ICED TEA CAN,Beer,635985260684,16 OZ,,1.33,1.87,28
MXD MARGARITA CAN,Beer,635985260707,16 OZ,,1.33,1.88,27
WHITE CLAW MANGO CAN,Beer,635985260875,12 OZ,6-Pack,8.38,10.99,5
MXD MAI TAI CAN,Beer,635985260936,16 OZ,,1.33,1.87,35
WHITE CLAW WATERMELON CAN,Beer,635985800347,12 OZ,6-Pack,8.38,10.99,0
MIKES HARDER LEMONADE CAN,Beer,635985800866,24 OZ,,2.58,3.52,9
WHITE CLAW PEACH CAN,Beer,635985801573,12 OZ,6-Pack,8.75,10.99,4
WHITE CLAW BLACKBERRY CAN,Beer,635985801610,12 OZ,6-Pack,8.75,10.99,8
WHITE CLAW BLACK CHERRY CAN,Beer,635985801986,19.2 oz,,2.42,3.29,0
WHITE CLAW WATERMELON CAN,Beer,635985802051,19.2 oz,,2.42,3.29,0
WHITE CLAW SURGE LIME CAN,Beer,635985802099,25 OZ,,2.42,3.29,-2
WHITE CLAW MANGO CAN,Beer,635985802136,19.2 oz,,2.42,3.29,0
WHITE CLAW RUBY GRAPE CAN,Beer,635985802143,19.2 oz,,2.42,3.29,0
WHITE CLAW STRAWBERRY CAN,Beer,635985802150,19.2 oz,,2.42,3.29,0
MIKES HARDER VARIETY 12 PACK CAN,Beer,635985802419,12 OZ,12-Pack,15.5,19.99,4
WHITE CLAW GREEN APPLE CAN,Beer,635985802730,12 OZ,6-Pack,8.75,10.99,5
MIKES LIME FRESCA 12 PACK CAN,Beer,635985802853,12 OZ,12-Pack,15.5,18.99,4
MIKES HURRICANE PUNCH CAN,Beer,635985803096,24 OZ,,2.42,3.52,0
WHITE CLAW GRAPE CAN,Beer,635985803645,12 OZ,6-Pack,8.75,10.99,4
MXD BLACK CHERRY CAN,Beer,635985804246,16 OZ,,1.33,1.87,15
DOGFISH 60 MINUTE BTL,Beer,638489000299,12 OZ,6-Pack,10,12.21,0
DOGFISH 90 MINUTE BTL,Beer,638489003122,12 OZ,6-Pack,11,13.99,0
DRAGON STOUT BTL,Beer,698614021261,12 OZ,6-Pack,8,10.32,26
DRAGON STOUT FIRE BTL,Beer,698614985495,12 OZ,6-Pack,8,10.99,15
PRESIDENTE BTL,Beer,719057001310,12 OZ,6-Pack,7.76,10.32,4
PRESIDENTE BTL,Beer,719057001563,12 OZ,12-Pack,15.6,17.99,1
LAGUNITAS IPA BTL,Beer,723830000094,12 OZ,6-Pack,8.95,11.99,0
LAGUNITAS MAXIMUS BTL,Beer,723830000179,12 OZ,6-Pack,9.76,12.99,0
GOOSE IPA BTL,Beer,736920111327,12 OZ,6-Pack,9.55,11.99,0
GOOSE 312 WHEAT ALE BTL,Beer,736920111822,12 OZ,6-Pack,9.55,11.99,3
XXL SPARKLING ROSE,Beer,763955000098,750 ML,,10,12.99,1
XXL BLACKBERRY CAN,Beer,763955000364,12 OZ,4-Pack,11.33,14.99,14
XXL PINEAPPLE CAN,Beer,763955000371,12 OZ,4-Pack,11.33,14.99,10
XXL MANGO CAN,Beer,763955000388,12 OZ,4-Pack,11.33,14.99,9
STIDES BTL,Beer,7825000024,40 OZ,,1.81,2.58,0
STELLA ARTOIS BTL,Beer,786150000014,11.2oz,6-Pack,9.2,11.73,8
STELLA ARTOIS BTL 12PK,Beer,786150000144,11.2oz,12-Pack,18.4,20.99,2
STELLA ARTOIS BTL,Beer,786150000571,22 OZ,,2.14,2.95,49
STELLA ARTOIS BTL,Beer,786150002223,7 OZ,6-Pack,6.7,8.99,4
FLYING DOG SNAKE DOG BTL,Beer,786243111801,12 OZ,6-Pack,9.12,11.99,-1
FLYING DOG RAGING BITCH BTL,Beer,786243119906,12 OZ,6-Pack,9.12,12.99,6
FLYING DOG THE TRUTH BTL,Beer,786243550143,12 OZ,6-Pack,9.12,12.99,1
FLYING DOG BLOOD ORANGE BTL,Beer,786243550242,12 OZ,6-Pack,9.12,13.99,1
FLYING DOG DOUBLE DOG BTL,Beer,786243560005,12 OZ,6-Pack,11.62,15.99,11
FLYING DOG DOUBLE DOG JUICY BTL,Beer,786243570806,12 OZ,6-Pack,12.12,15.99,0
SIMPLY LEMONADE CAN,Beer,810078780182,12 OZ,6-Pack,7.5,10.32,0
SIMPLY LEMONADE VERIETY 12 PK,Beer,810078780205,12 OZ,12-Pack,15,19.99,2
SIMPLY STRAWBERRY CAN,Beer,810078780625,24 OZ,,2.58,3.52,17
SIMPLY PEACH CAN,Beer,81007878097,24 OZ,,2.47,3.14,0
SIMPLY BOLD LEMONADE CAN,Beer,810078781806,24 OZ,,2.58,3.52,24
SIMPLY CHERRY LIME CAN,Beer,810078781820,24 OZ,,2.58,3.52,11
SIMPLY TROPICAL VERIETY 12 PK,Beer,810078782131,12 OZ,12-Pack,15,19.99,2
CUTWATER LIME MARGARITA CAN,Beer,816751021238,12 OZ,4-Pack,10.77,13.99,104
CUTWATER MAI TAI CAN,Beer,816751021689,12 OZ,4-Pack,10.77,13.99,25
CUTWATER RUM MOHITO CAN,Beer,816751021788,12 OZ,4-Pack,10.83,13.99,-1
CUTWATER LONG ISLAND CAN,Beer,816751021993,12 OZ,4-Pack,10.71,13.99,0
CUTWATER WHITE RUSSIAN CAN,Beer,816751022068,12 OZ,4-Pack,10.83,13.99,0
CUTWATER MANGO MARGARITA CAN,Beer,816751022105,12 OZ,4-Pack,10.83,13.99,79
CUTWATER PEACH CAN,Beer,816751022389,12 OZ,4-Pack,10.83,13.99,0
CUTWATER STRAW MARGARITA CAN,Beer,816751022457,12 OZ,4-Pack,10.83,13.99,10
CUTWATER PINA COLADA CAN,Beer,816751022488,12 OZ,4-Pack,10.83,13.99,0
CUTWATER TIKI RUM PUNCH CAN,Beer,816751022624,12 OZ,4-Pack,10.43,13.99,0
CUTWATER PINEAPPLE CAN,Beer,816751022792,12 OZ,4-Pack,10.83,13.99,0
CUTWATER ESPRESSO CAN,Beer,816751023737,12 OZ,4-Pack,10.43,13.99,0
CUTWATER LEMON DROP CAN,Beer,816751023799,12 OZ,4-Pack,10.77,13.99,154
CUTWATER WHISKEY SOUR,Beer,816751023928,12 OZ,4-Pack,5,9.99,47
CUTWATER PEPPERMINT CAN,Beer,816751023966,12 OZ,4-Pack,10.77,13.99,12
CUTWATER GIN COLLINS CAN,Beer,816751024222,12 OZ,4-Pack,10.83,13.99,10
CUTWATER SPICY MANGO CAN,Beer,816751024284,12 OZ,4-Pack,10.83,13.99,0
BECKS BTL,Beer,824886,22 OZ,,1.98,2.81,34
JD PARTY PACK CAN 12 PK,Beer,840245600166,12 OZ,12-Pack,14,18.99,4
MTN DEW HARD CAN,Beer,840262400015,24 OZ,,2.58,3.52,0
MTN DEW BALA BLAST CAN,Beer,840262400077,24 OZ,,2.58,3.52,0
MTN DEW MIX 12 PACK,Beer,840262400138,12 OZ,12-Pack,15,18.99,1
FOUR LOKO PURPLE CAN,Beer,849806000384,16 OZ,,1.18,1.64,0
FOUR LOKO BLUE CAN,Beer,849806000391,16 OZ,,1.18,1.64,0
FOUR LOKO PINK CAN,Beer,849806000421,16 OZ,,1.18,1.64,0
FOUR LOKO SOUR APPLE,Beer,849806000957,24 OZ,,2.29,3.14,29
FOUR LOKO GOLD,Beer,849806001282,8 OZ,,0.5,2.34,0
FOUR LOKO LEMONADE CAN,Beer,849806003002,24 OZ,,2.29,3.14,15
